name,build_time
t3_c1_4r16s1o,2.788894
t3_c1_4r16s2o,1.017335
t3_c1_4r16s3o,1.038969
t3_c1_4r2s1o,0.711571
t3_c1_4r2s2o,0.953076
t3_c1_4r2s2omixed,1.085045
t3_c1_4r2s3o,1.069871
t3_c1_4r31s2o,2.858052
t3_c1_4r3s1o,1.330621
t3_c1_4r3s2o,1.294521
t3_c1_4r4s1o,1.082200
t3_c1_4r4s2o,1.310697
t3_c1_4r4s3o,1.084526
t3_c1_4r7s1o,2.018793
t3_c1_4r7s2o,1.301436
t3_c1_4r8s1o,2.642818
t3_c1_4r8s1operm,2.097958
t3_c1_4r8s1operm2,2.056933
t3_c1_4r8s2o,1.296724
t3_c1_4r8s3o,1.064545
t3_c1_5r15s2o,3.648483
t3_c1_5r16s1o,3.664046
t3_c1_5r16s2o,3.903575
t3_c1_5r2s1o,0.833573
t3_c1_5r2s2o,0.943632
t3_c1_5r2s3o,0.892419
t3_c1_5r2s4o,1.075132
t3_c1_5r3s1o,1.076126
t3_c1_5r3s2o,1.065371
t3_c1_5r3s3o,1.104401
t3_c1_5r3s4o,1.059714
t3_c1_5r4s1o,1.446006
t3_c1_5r4s1ostride,1.083077
t3_c1_5r4s2o,0.977108
t3_c1_5r4s2operm,0.835136
t3_c1_5r4s3o,0.733540
t3_c1_5r4s4o,0.845433
t3_c1_5r7s2o,1.673474
t3_c1_5r8s1o,2.809677
t3_c1_5r8s2o,2.431363
t3_c1_5r8s3o,0.898880
t3_c1_5r8s4o,0.879401
t3_c1_6r15s3o,2.764761
t3_c1_6r16s5o,2.967884
t3_c1_6r2s1o,1.090867
t3_c1_6r2s2o,1.071975
t3_c1_6r2s3o,1.046848
t3_c1_6r2s5o,1.367008
t3_c1_6r3s1o,1.396167
t3_c1_6r3s2o,1.085958
t3_c1_6r3s3o,0.769474
t3_c1_6r4s1o,2.156308
t3_c1_6r4s2o,1.130790
t3_c1_6r4s2ostride,2.561836
t3_c1_6r4s3o,1.047786
t3_c1_6r4s5o,1.194832
t3_c1_6r5s1o,1.885576
t3_c1_6r5s2o,2.119420
t3_c1_6r5s3o,1.079731
