name,build_time
t3_c1_rect1,1.378775
t3_c2_13r3s12o,2.135145
t3_c2_2r128s1o,1.901628
t3_c2_2r16s1o,1.216934
t3_c2_2r256s1o,1.281265
t3_c2_2r2s1o,1.260719
t3_c2_2r32s1o,1.748238
t3_c2_2r4s1o,1.941494
t3_c2_2r64s1o,1.502166
t3_c2_2r8s1o,1.259130
t3_c2_3r127s1o,1.285972
t3_c2_3r16s1o,1.514489
t3_c2_3r16s2o,1.876699
t3_c2_3r2s1o,1.809242
t3_c2_3r2s1orect,1.198627
t3_c2_3r2s2o,1.220335
t3_c2_3r32s1o,1.285008
t3_c2_3r32s2o,1.737921
t3_c2_3r4s1o,2.004458
t3_c2_3r4s2o,1.425126
t3_c2_3r64s1o,1.280672
t3_c2_3r7s1o,1.268009
t3_c2_3r8s1o,1.495681
t3_c2_3r8s2o,1.875357
t3_c2_4r16s1o,1.819406
t3_c2_4r16s2o,1.226807
t3_c2_4r16s3o,1.240810
t3_c2_4r2s1o,1.198376
t3_c2_4r2s2o,1.803660
t3_c2_4r2s2omixed,1.905718
t3_c2_4r2s3o,1.459936
t3_c2_4r31s2o,1.307274
t3_c2_4r3s1o,1.298301
t3_c2_4r3s2o,1.525970
t3_c2_4r4s1o,1.893633
t3_c2_4r4s2o,1.805922
t3_c2_4r4s3o,1.230366
t3_c2_4r7s1o,1.311926
t3_c2_4r7s2o,1.291538
t3_c2_4r8s1o,2.055820
t3_c2_4r8s1operm,1.927768
t3_c2_4r8s1operm2,1.282195
t3_c2_4r8s2o,1.249200
t3_c2_4r8s3o,1.239126
t3_c2_5r15s2o,1.698270
t3_c2_5r16s1o,1.917589
t3_c2_5r16s2o,1.709230
t3_c2_5r2s1o,1.237879
t3_c2_5r2s2o,1.323920
t3_c2_5r2s3o,1.536358
t3_c2_5r2s4o,1.243066
t3_c2_5r3s1o,1.546185
t3_c2_5r3s2o,1.487010
t3_c2_5r3s3o,1.917207
t3_c2_5r3s4o,1.805186
t3_c2_5r4s1o,1.257153
t3_c2_5r4s1ostride,1.542020
t3_c2_5r4s2o,1.450603
t3_c2_5r4s2operm,1.952438
t3_c2_5r4s3o,1.913244
t3_c2_5r4s4o,1.218913
t3_c2_5r7s2o,1.324250
t3_c2_5r8s1o,1.553445
t3_c2_5r8s2o,1.335551
t3_c2_5r8s3o,1.557426
t3_c2_5r8s4o,1.282437
t3_c2_6r15s3o,2.069015
t3_c2_6r16s5o,2.077087
t3_c2_6r2s1o,1.509444
t3_c2_6r2s2o,1.225826
t3_c2_6r2s3o,1.226251
t3_c2_6r2s5o,2.014232
t3_c2_6r3s1o,1.990324
t3_c2_6r3s2o,1.311089
t3_c2_6r3s3o,1.217085
t3_c2_6r4s1o,1.261808
t3_c2_6r4s2o,1.618991
t3_c2_6r4s2ostride,1.988393
t3_c2_6r4s3o,1.922209
t3_c2_6r4s5o,2.069233
t3_c2_6r5s1o,1.982413
t3_c2_6r5s2o,1.976546
t3_c2_6r5s3o,1.770533
t3_c2_6r7s3o,1.307353
t3_c2_6r8s2o,1.242998
t3_c2_6r8s3o,1.237957
t3_c2_6r8s5o,2.057135
t3_c2_7r4s6o,2.211895
t3_c2_8r2s7o,1.345376
t3_c2_8r4s7o,1.386278
t3_c2_8r8s7o,1.401135
t3_c2_rect0,2.037851
t3_c2_rect1,2.076825
t3_c3_13r3s12o,1.692230
t3_c3_2r128s1o,1.187090
t3_c3_2r16s1o,1.197156
t3_c3_2r256s1o,1.817155
t3_c3_2r2s1o,1.811264
t3_c3_2r32s1o,1.422268
t3_c3_2r4s1o,1.184834
t3_c3_2r64s1o,1.194562
t3_c3_2r8s1o,1.326218
t3_c3_3r127s1o,1.892477
t3_c3_3r16s1o,1.910427
t3_c3_3r16s2o,1.411290
t3_c3_3r2s1o,1.180908
t3_c3_3r2s1orect,1.205829
t3_c3_3r2s2o,1.628196
t3_c3_3r32s1o,1.938326
t3_c3_3r32s2o,1.483545
t3_c3_3r4s1o,1.235211
t3_c3_3r4s2o,1.169352
t3_c3_3r64s1o,1.278143
t3_c3_3r7s1o,1.867189
t3_c3_3r8s1o,1.886505
t3_c3_3r8s2o,1.249651
t3_c3_4r16s1o,1.203466
t3_c3_4r16s2o,1.177066
t3_c3_4r16s3o,1.362001
t3_c3_4r2s1o,1.814553
t3_c3_4r2s2o,1.812392
t3_c3_4r2s2omixed,1.123673
t3_c3_4r2s3o,1.176713
t3_c3_4r31s2o,1.185280
t3_c3_4r3s1o,1.560495
t3_c3_4r3s2o,1.878924
t3_c3_4r4s1o,1.641819
t3_c3_4r4s2o,1.157658
t3_c3_4r4s3o,1.180930
t3_c3_4r7s1o,1.273488
t3_c3_4r7s2o,1.729660
t3_c3_4r8s1o,1.937889
t3_c3_4r8s1operm,1.431647
t3_c3_4r8s1operm2,1.198423
